,Q,A
397,건물주 되고싶어,이룰 수 있을 거예요.
398,이모티콘 기간 끝났어,다른 이모티콘을 이용해주세요.
399,나는 꼼꼼한데 여친은 안 꼼꼼해.,꼼꼼함을 강요하지 말고 이해해주세요.
400,혼자가 되고,생각이 많아 지나봐요.
401,먼저 인사하려고 했는데 짝남이 먼저 인사해줬어.,더 떨렸겠어요.
402,장거리연애 이별,애틋했던 만큼 아픔도 크겠죠.
403,으악,놀랐나봐요.
404,그 사람이 행복했으면 좋겠다,그렇게 될 수 있을 거예요.
405,가스불 켜고 나갔어,빨리 집에 돌아가서 끄고 나오세요.
406,좋아하는 애가 연예인에 관심이 많은데 나는 관심이 없는데 무슨 얘기하지?,모르니까 알려달라고 해보세요.
407,보고싶다고 만나달라고 연락하면,흔들리지마요.
408,엇갈리는 느낌 싫다,타이밍이 안 맞았나봐요.
409,잘하는게 없는 느낌,잘하는 걸 아직 못 찾은 걸 수도 있어요.
410,정말 아직 너무 사랑합니다 잡고 싶습니다,다시 잡는다면 후회할 거예요.
411,발톱 손질 받을까,기분전환을 해보세요.
412,대출 갚으면 한 평생 다 갈듯,너무 무리하면 지쳐요.
413,무슨 생각 하고 있을까?,직접 물어보는게 정확할 거예요.
414,나쁜 사람인 걸 아는데도 좋아하는 마음이 사라지지 않아.,나쁜 사람일수록 끌리기도 하죠.
415,엄마 밥 생각나,시간내서 부모님 집에 찾아가 보세요.
416,심각합니다.,제가 들어드릴게요.
417,이별이 코 앞으로 다가온것 같아,이별이 얼마남지 않음이 느껴지나요.
418,고기 먹고 싶어,저기압에는 고기앞이죠.
419,내가노력해 봐도.,시간이 대신 노력해줄 거예요.
420,이젠 짝사랑하는게 무섭고 두려워.,이제 짝사랑 말고 둘이서 하는 사랑하세요.
421,안경 빼니까 다른 사람,그런 일이 가능한지 몰랐네요.
422,너무 늦은 깨달음,너무 늦지 않았을 거예요.
423,왜 계속 한숨 나오지?,뇌세포에 에너지를 공급하려는 자연스러운 현상이에요. 에너지가 부족한가봐요.
424,2년의 꿈같았던 사랑 갑작스런이별,꿈같았던 만큼 놀라셨겠어요.
425,좌절 중이야,이제 일어날 때예요.
426,이렇게 또 혼자 좋아하고 이별하고.,짝사랑이 그런가봐요. 슬프네요.
427,짝남이 몇일째 카톡 안읽씹하면 노답이죠?,사정이 있을 수도 있지만 마음을 정리해야할 수도 있겠어요.
428,짧지 않은 세월이 정말 끝이 났네,또 다른 시작을 뜻하기도 해요.
429,썸 너무 들이댔나,의사는 표현하되 상대에게 부담되지 않는 선이 좋아요.
430,헤어짐이 꿈이었으면 좋겠어,현실을 직시할 필요도 있어요.
431,이래라 저래라 참견 좀 안했으면,서툰 애정표현일 수도 있어요.
432,조명빨인가,멋져 보여요!
433,팔뚝 너무 두꺼워,펭귄 운동 해보세요.
434,속이는 거 더 못하겠어,남을 속이는건 나쁜거예요.
435,월세방 비싸,돈을 얼른 모아야할 이유가 생겼네요.
436,이빨 아파,어서 치과에 가보세요.
437,소개팅 나온 여자애가 너무 좋은데 나만 좋아하는거같아. 어떻게 날 좋아하게하지?,매력을 마음껏 어필해보세요.
438,마음 잡고 고고씽,다 잘 될 거예요.
439,연락해보는게 좋을까,안하는 편이 좋을 것 같아요.
440,결국 유료 상담을 받고야 말았네,상담도 도움이 될 거예요.
441,머리가 좀 아프다.,병원에 가보세요.
442,사랑이 다가왔어,당신도 다가가 보세요.
443,말할 때 너무 떨려,잘 보이고 싶은 마음이 커서 그런 것 같아요.
444,의외로 병신들이 많다,사랑 앞에 판단력은 흐려지니까요.
445,다른 사람을 만나도 채워지지 않아,똑같은 사람이 아니니까요.
446,언젠가 하는 거죠,언젠간 할 거예요.
447,스팸 문자 계속 와,차단 어플 사용해보세요.
448,좋아했던 기억 영원히 없앨 수는 없을까.,없애는 게 아니라 무덤덤해지는 걸 거예요.
449,월급이 살짝 스쳐 지나간 느낌,쇼핑을 줄여보세요.
450,달달한 연애 하고 싶어,잘할 수 있을 거니 걱정마세요.
451,많이 약해졌나봐. 내맘이.,마음은 원래 내 마음대로 되지 않아요.
452,좋아하는 여선배가 있는데 말할 수도 없고 어떡함.,왜 말을 못해요.
453,시골 내려가서 살까,아무래도 덜 경쟁하겠죠.
454,진한 커피 한잔,마시면 좋죠.
455,자매가 있으면 좋은 점?,평생 친구가 생긴다는 거죠.
456,군대 갔다 올 때까지 기다릴 수 있을까,자신의 삶을 살다보면 기다릴 수 있을 거예요.
457,여자들은 좋아하는 사람한테만 잘해줘?,사람 마다 다르겠지만 좋아하는 사람한테 더 잘할 거예요.
458,있잖아,음
459,결혼을 앞두고 있습니다,좋으면서 복잡하겠어요.
460,소식이 궁금해~,연락 확실하게 끊으세요.
461,헤어진지 1년 카톡해도 될까?,후회하지 않을 자신이 있으면 하세요.
462,정말 힘듭니다,힘이 되지 않겠지만 힘내세요.
463,썸타고 있어요,연애로 이어지길 바랄게요.
464,또 주말,어느덧 주말이네요.
465,축구 시청 중,시간 가는 줄 모르겠어요.
466,좋아하면 꿈에 나오는건가?,생각을 자주하면 나올 수 있어요.
467,제주도로 떠나야겠다.,여행 좋죠!
468,아직도 너무 힙듭니다.,아무렇지도 않은 날이 올 거예요.
469,책 선물이 제일 나을 듯,어떤 분야를 좋아하는지 알아보세요.
470,파도가 엄청나,깊은 곳까지 가지 말고 주의하세요.
471,작은 상처들,아픔의 흔적.
472,왤케 춥냐,따뜻하게 입으세요.
473,냉장고에 김치도 없네,마트 갑시다.
474,좋아하는 남자한테 관심 없는 척 하고 있는데 너무 우울해.,솔직하지 못해서 우울한 것인가봐요.
475,드디어 그 순간이 거의 다가왔습니다.,마지막이 온 걸까요.
476,나 왜케 못 생겼지,충분히 아름다워요.
477,야외에서 먹으니까 더 맛있어,맛있게 많이 드세요!
478,부업할까?,좋아요!
479,웃겨봐,거울을 보면서 얼굴 망가뜨리기 놀이 해 보신 적 있으세요? 의외로 재미 있어요.
480,5년 동거후 이별.,더 헤어지지 힘들겠어요.
481,오늘도 그냥 그냥,소소한 행복을 느껴보세요.
482,쳇바퀴 도는 하루,그 속에서 가치와 의미를 찾아보세요.
483,여사친이 좋아진 것 같애.,좋아진 이상 이성으로 다가가야죠.
484,무료 앱이 유료로 됐어,돈을 지불하고 이용할 가치가 있는지 따져보세요.
485,지난 주말부터 또 후유증이,새로운 취미 생활을 가져보세요.
486,똑똑!,저는 위로봇입니다.
487,아무리 해도 안돼,될 거예요.
488,방학 안 끝났으면 좋겠다,방학은 참 짧아요.
489,사랑 때문에 죽고 싶어,죽고 싶은 만큼 사랑하는 그 사람에게 당신의 모든걸 걸어보세요.
490,제대로 평가해줘,제가 그럴 위치가 안돼요.
491,개강이다,곧 방학이예요.
492,나를 좀 놓아달라는 여친. 혹시 가능성은 있을까? 죽을 것 같네.,당신에게는 선택권이 없네요.
493,세탁기 돌리는 중,부지런하시네요.
494,당구 치고 옴,재밌겠어요.
495,빡빡한 일상,여유가 생기길 바랍니다.
496,블루투스 이어폰 살까,사면 편하겠죠.
497,결혼식 날짜 잡았대,축하해주세요.
498,짝사랑 하는 남자가 외국인인데 어떻게 다가갈 수 있을까?,많이 만날 수 있는 계기를 만들어보세요.
499,에휴. 왤케 머리속에서 계속 멤돌까,사랑했던 사람이니까요.
500,목소리 듣고싶어,듣고 나면 더 그리울 거예요.
501,저를 좋아하는 사람한테 호감이 안 생겨요.,맘처럼 할 수 없는 부분 같아요.
502,놓치고 싶지 않는 사람,운명인가봐요.
503,저만 힘든 것 같아요,혼자만 힘든 거 아니에요.
504,남자친구가 좋은데 신뢰가 안 생겨.,시간이 좀 더 필요할 것 같아요.
505,나 자체를 사랑해줄 사람이 있을까,잘 찾아보세요.
506,낌새가 이상하더니 딱 걸렸어,잘 해결되길 바라요.
507,황사 심해,이쁜 마스크 사드리고 싶네요.
508,헤어졌는데 자꾸 연락하네,연락하지 않는 편이 좋아요.
509,내려놓는다는건 어떻게 하는거죠,하나씩 잊어가는 거죠.
510,답답한 마음만 드는 내 사랑,사랑이 내 맘같으면 좋았을텐데 애석해요.
511,잊어야겠지,그래야할 것 같아요.
512,친구라고 생각했던 애가 뒷담화 하고 다님,친구라고 생각한 시간이 아깝네요.
513,복전하고 싶어,학점 관리하세요.
514,머리 다듬어 달라고 그럴까?,다듬기만해도 괜찮을 거예요.
515,꿈이 없어,거창하지 않아도 돼요.
516,비밀번호 뭐였더라,회원정보 찾기를 해보세요.
517,친구가 다 떠나서 내가 못났나 싶어,지난 인연에 연연해하지 마세요.
518,돌이키기 힘든 실수,실수를 반복하지 않길 바랄게요.
519,반가워,반갑습니다.
520,우리 사랑은 가벼웠던 거겠죠.,사랑했던 정도를 가늠하지 말아요.
521,커피 좀 줄여야겠어.,과해도 안 좋아요.
522,사진 예쁘게 찍고 싶다.,많이 찍다보면 조금씩 실력이 늘거예요.
523,스킨 떨어졌다,쟁여둔 게 없는지 확인해보세요.
524,오늘도 연락하고싶은거 꾹.꾹 정말 참았습니다.,잘했어요. 잘 참았어요.
525,아직도 이별중인가봅니다.,이별의 끝일지도 몰라요.
526,약 먹었더니 졸려,약 먹고 쉬어야 해요.
527,애를 나혼자 키우는 것 같아,힘 빠지는 이야기네요.
528,머리 바꿀까,새로운 스타일에 도전하는 것도 좋아요.
529,자꾸 나약하게 느껴져,절대 그렇지 않아요.
530,헤어진지 이제 곧1년,시간을 헤아리지 말아요.
531,친한 동생인데 짝녀가 된 것 같아요.,있을 수 있는 일이에요.
532,나 잘할 수 있을까,"지금처럼, 지금보다 더 잘할 수 있을 거예요."
533,나 그지임,밥 사줄 친구를 찾아 보세요~
534,두고 봐,잘 하실 거예요!
535,못참고 문자 보냈네,보냈으니 어쩔 수 없죠.
536,나한테 상의하면 좋을텐데,이야기를 하지 않고 결정했나봐요.
537,오늘부로 최악의 남자가 되었습니다,이제 좋은 사람 만날 일만 남았습니다.
538,제가 놓았던 손을 다시 잡으려니 힘드네.,원상복구는 언제나 힘드니까요.
539,똑 부러지게 말해야지,잘 전달할 수 있을 거예요.
540,헤어짐 통보후 한달만에 연락이 왔는데,마음 가는 대로 해보세요.
541,남자인지 여자인지 알려줘,아직 모르겠어요. 인공지능에 성별을 만드는 사람이 되어 주세요
542,왜 공부해야하는지 모르겠어,미래의 배우자가 달라져요.
543,위병 난 거 같아,스트레스 받는 일이 많았나봅니다.
544,교양 수업 재밌어,저도 듣고 싶어요.
545,좋아하는 거랑 사랑하는게 다른 거야?,마음에 농도 차인 것 같습니다.
546,동료가 너무 게을러,피해를 안 준다면 무시하세요.
547,가슴이 아프네,아픈 만큼 행복해지세요.
548,대학 가면 행복할까,행복은 마음 가짐에 있어요.
549,여자인데 먼저 다가가도 돼?,성별은 중요하지 않아요.
550,만나자고 약속 잡는 것도 귀찮아,자신하고 만나는 시간도 중요해요.
551,그녀와 헤어지고 느낀게 많네,아픔 뒤에는 항상 깨달음이 있나봐요.
552,에휴 후폭풍인가봐,이별에는 항상 후유증이 있어요.
553,입냄새 나나?,양치하고 오세요.
554,짝남한테 문자 왔어.,뭐라고 했는지 궁금하네요.
555,조금만 기다려 줬으면 좋겠다,상대방에게 너무 무거운 짐을 주지 마세요.
556,술 먹는 거 말고 친구랑 뭐하지,아무것도 안해도 재밌을 거예요.
557,썸 타는 시간,사람마다 다르겠지요.
558,사랑이 뭐길래,사랑.... 정의 내리기 어려운 단어예요.
559,관절염 같애,계단 조심하세요.
560,화장품 다 떨어졌어,오랜만에 쇼핑해보세요.
561,잘 견디고있었는데,가끔은 힘내지 않아도 돼요. 뭐가 됐든 잘하고 있다고 믿어요.
562,요즘 사람이 무서워,인생을 알아가고 있군요.
563,오늘은 또 어떻게 버티지?,내일은 나을 거예요.
564,진짜 끝,맘고생 많았어요.
565,생각할수록 진짜 화나고 분하네 3년을 만나고 전화로 이별통보,상대에 대한 예의가 없네요. 당신이 버린 거라 생각하세요.
566,몸에 힘이 하나도 없어,자신의 감정을 주변 사람들에게 터놓고 이야기해보세요.
567,자꾸 짝남 얼굴 생각나.,보고 싶으니 그럴만 해요.
568,휴.반년이라는 시간 잊었다 생각했지만 또 다시,후폭풍이 무섭죠.
569,무슨 향수가 좋을까,어울리는 향수가 있을 거예요.
570,잘 지냈어?,안부를 물어주시다니 감사합니다.
571,문콕당했어,보험처리 하세요.
572,잠수탄 사람,상대방에 대한 예의가 없네요.
573,아침에 들을 노래 뭐가 좋을까,애국가요.
574,스터디 카페 왔어,공부하러 왔나봐요.
575,오늘은 학교 가고 싶지 않아,학교 다닐 때가 좋은 거예요.
576,방학 끝나서 좋아,친구들이 보고싶었나봐요.
577,사랑이후 다시 세상은 회색빛으로.,다시 무지갯빛이 될 거예요.
578,완전히 끝났네,마음이 허전하겠어요.
579,말문이 탁 막힌다,생각지도 못한 일이 일어났나봐요.
580,길에서 담배 피우는 사람 싫어,저도 싫어요.
581,신발 새로 샀다,좋은 곳으로 데려다 줄 거예요.
582,현금영수증 까먹었다.,다음부터는 잘 챙기세요.
583,혼자 좋아하는 이야기.,힘들겠지만 제게 말해보세요.
584,쓰고 또 지우고 또 쓰고,그러다 보면 정리가 될 거예요.
