,Q,A
453,나를 좋아하지 않는 그 사람이 너무 미워.,나를 좋아하지 않는 그 사람이 너무 미워.
454,나를 좋아한다는 사람한테 호감이 생길까요?,이 사람한테 호감이 생길까요?
455,나를 진심으로 좋아해주는 사람이 생겼으면 소원이 없겠어.,나를 좋아해주는 사람이 있으면 소원이 없겠어.
456,나를 진심으로 좋아해주는 사람이랑 만날 걸.,나를 좋아해주는 사람이랑 만날 걸.
457,나를 친구로 생각 안했나봐,나만 친구로 생각했나봐
458,나를 친구로서 좋아하는 걸까?,나를 친구로서 생각하는 걸까?
459,나만 남친 없어,나만 솔로야
460,나만 반친구 없어,반에 친구가 없어
461,나만 설레는 거야,나만 설레나
462,나만 애기봐,독박 육아 짜증나
463,나만 이상해졌어,나만 이상한 사람이래
464,나만 일시켜서 짜증폭발,일을 나만 해
465,나만 좋아하는 것 같아,혼자 좋아하는 것 같아
466,나만의 시간이 필요해,나만의 시간이 필요한 것 같아
467,나빼고 다 행복한 거 같아,다들 행복한 거 같은데
468,나쁜 꿈 꿨어,악몽 꿨어
469,나에 대한 관심이 줄어든 거 같아,나한테 관심 없는 거 아는데도 포기가 안돼.
470,나이 때문에 무시 받았어,나이 어리다고 무시해
471,나이가 많은데 취직이 될까,취직하는데 나이가 많아
472,나이도 있으니 영양제 좀 챙겨볼까 ,영양제 챙겨 먹을 나이가 됐어
473,나중에 뭐하고 먹고 사냐,나중에 뭐할까 고민이야
474,나한테 관심이 없는 것 같은데 포기가 안돼,나한테 관심이 없는 것 같은데 왜 끈을 놓지 못할까?
475,나한테 냄새 날까?,나한테 이상한 냄새 나나?
476,나한테 목적 가지고 접근한 거 같아,목적이 있어서 접근한 거 같아
477,나한테 배려해줘서 나도 해주고 싶어,배려해줘서 나도 그러고 싶어
478,나한테 상의하면 좋을텐데,나한테 상의 좀 하지
479,나한테 잘해주는데 썸일까?,잘해주는데 썸일까?
480,나한테 질리면 어쩌지 걱정돼,질리면 어쩌지
481,나한테도 관심 있어 보이는데 연락해볼까?,관심 있는 것 같은데 연락해볼까?
482,나한테만 잘해주는 걸까?,나한테만 잘해주는 걸까?
483,나한테만은 완전 솔직했으면,나한테 감추는 게 하나도 없었으면
484,낙엽 밟는 소리 좋다,낙엽밟는 소리
485,낚시 안 해봤는데 재미있어 보인다,낚시 안 해봤는데
486,낚시는 무슨 재미?,낚시 재밌을까
487,난 동물 못키울거 같아,나같은 사람은 동물 키우면 안되겠지
488,난 왜 예쁘게 말을 못할까,말 예쁘게 하고 싶어
489,난 왜 이모양일까,나는 모자란 사람인 거 같아
490,난 진짜 쓰레기야,난 쓰레기야
491,난방비 비싼데 추워,가스비 비싼데 감기 걸리겠어
492,난방이 안돼나 추워,난방이 안돼
493,날 좋아하는 여자애가 갑자기 뜸하네,날 좋아하던 남자애가 고백이 없는데 맘 접은걸까?
494,날씨 건조한 거 같애,오늘 좀 건조한 거 같애
495,날씨 왜 이렇게 춥냐,왤케 춥냐
496,날씨 좀 풀린거 같아,날씨 풀렸다
497,날씨 좋은데,이렇게 날씨도 좋은데
498,날씨 죽인다,오늘 날씨 죽인다
499,날씨 짱 좋아,오늘 날이 좋아
500,날씨가 너무 눅눅해,비가 와서 눅눅해
501,날씨가 북극같아,날씨가 너무 추워
502,날씨가 진짜 덥다,너무 더워
503,날아 가고 싶어,하늘을 날고 싶어
504,남사친이라 쓰고 짝남이라 읽는다.,친구 처럼 하는데 사실 좋아해
505,남사친이랑 사귀는 거 가능?,남사친에서 사랑하는 사람으로 사귀는 거 가능?
506,남사친이랑 잘 맞아서 카톡이 끊어지지 않는데 이거 그린라이트일까?,카톡 계속하는데 이거 그린라이트일까?
507,남사친인데 요즘 관심 가.,남사친이었는데 요즘 조금씩 좋아져.
508,남은 휴가가 없어,휴가가 없어
509,남의 눈을 너무 신경써,여자친구가 남의 눈을 너무 신경써
510,남의 일 도와줘야 할까,내 일 아닌데 해야 돼?
511,남자 못믿겠어.,이제 남자는 다 못믿겠어
512,남자 보통 어디서 만나,남자 어디서 만나
513,남자 친구가 바래다 줬어,남자친구가 데려다줬어
514,남자가 낚시를 너무 좋아해,낚시 좋아하는 남자 어때?
515,남자가 더 사랑해서 결혼하면 잘 사나요?,남자가 더 사랑해서 결혼하면 잘 사는게 맞나요?
516,남자가 더 사랑해서 한 결혼,남편이 더 사랑해서 한 결혼
517,남자가 돈을 더 써야하는게 일반적이야?,남자가 계산하는게 일반적이야?
518,남자가 먼저 고백해야 해?,남자가 먼저 고백해야 하는걸까? 그냥 기다려?
519,남자가 여자를 좋아하는데 약속을 까먹을 수 있나요?,여자를 좋아하는데 약속을 까먹을 수 있나요?
520,남자가 여자를 좋아할때 하는 행동이 뭐가 있나요?,남자가 여자를 좋아할때 어떻게 알아?
521,남자가 좋아하는 음식이 뭐야?,남자들이 보통 좋아하는 음식이 뭐야?
522,남자가 화장하는 거 어떻게 생각해,남자 화장하는 거 어때
523,남자는 먼저 고백하면 관심 사라짐?,남자는 여자가 먼저 고백하면 관심 사라짐?
524,남자면 편할 것 같아,남자였으면 좋겠어
525,남자친구 또 운동 갔어,남자친구가 너무 운동만 해
526,남자친구 스타일이 마음에 안들어.,남자친구 스타일이 바꿔 주고 싶어.
527,남자친구 영장 나왔대,남친 영장 나왔어
528,남자친구 오늘 따라 훈훈해 보인다,남자친구가 너무 잘생겼어
529,남자친구 오늘 좀 질린다.,남자친구한테 질린 거 같아
530,남자친구 오지랖 너무 많아,오지랖 남친 때문에 속상해
531,남자친구 이성친구가 많아,남자친구 여사친이 너무 많아
532,남자친구 자취 선물로 뭐가 좋을까?,남자친구 자취방 선물 뭐가 좋을까?
533,남자친구 카톡 말투가 마음에 안 들어.,남자친구 카톡할 때 말이 참 안 예뻐.
534,남자친구 코 완전 높아,남친 코가 높아
535,남자친구 폰 봐도 되나,남자친구 핸드폰 몰래 봐도 되나
536,남자친구가 갑자기 군대간대,갑자기 남자친구가 군대간대
537,남자친구가 게임을 너무하는게 고민이야.,남친 맨날 게임만해
538,남자친구가 기념일을 잘 잊어.,남자친구가 기념일을 못 챙겨.
539,남자친구가 나 사랑할까?,남자친구가 나 진짜 사랑할까?
540,남자친구가 나를 너무 애 취급하는거 같음.,남자친구가 너무 애 취급하는거 같음.
541,남자친구가 나를 더 좋아하게 할 수 있는 방법,남자친구가 나를 더 좋아하게 만드는 방법
542,남자친구가 나를 떠날까봐 고민이야.,남자친구가 떠날까봐 고민이야.
543,남자친구가 나쁜 의도는 아닌데 표현이 너무 서툴러.,남자친구가 표현이 너무 서툴러서 짜증나게 해.
544,남자친구가 나한테 너무 집착해,남자친구가 나한테 집착하는 것처럼 느껴져
545,남자친구가 날 예뻐해주는 게 느껴져,남친이가 예뻐해주는 거는 알겠어.
546,남자친구가 내 편을 안 들어 주고 조언만 해줘,남자친구가 내 편을 안 들어 주고 충고를 해줘
547,남자친구가 너무 객관적이야.,남자친구가 너무 객관적인 말만 해
548,남자친구가 너무 국밥류만 좋아해.,남자친구가 맨날 국밥만 먹어.
549,남자친구가 너무 귀찮아해.,남자친구가 너무 게을러.
550,남자친구가 너무 똑똑해,남자친구가 너무 똑똑해
551,남자친구가 너무 바쁘다면 헤어지는게 맞는걸까?,남자친구가 자꾸 바쁜 척하면 헤어지는게 맞는걸까?
552,남자친구가 너무 소심해,남자친구가 너무 소심해
553,남자친구가 너무 잘해줘,남자친구가 너무 잘해줘서 좋아
554,남자친구가 너무 조급해.,남자친구가 성격이  너무 조급해.
555,남자친구가 너무 좋아,남자친구 많이 사랑해
556,남자친구가 누나가 두명이라 그래서 결혼 걱정돼,남자친구가 누나가 두명인데 결혼하면 힘들겠지
557,남자친구가 다른 여자들에게 인기가 많아.,남자친구가 여자들한테 인기가 너무 많아.
558,남자친구가 데려다 준대,남자친구가 나 집에 데려다 준대
559,남자친구가 데이트 통장을 제안하는데 어떻게 생각해?,남자친구가 데이트 통장을 제안하는데 어떻게 생각해?
560,남자친구가 돈이 너무 없어.,남자친구가 돈이 너무 없어.
561,남자친구가 되어줘.,내 남자친구가 해줘.
562,남자친구가 마중 나온대,남친이 나 마중 나온대 헤헤
563,남자친구가 많이 먹어서 무한리필만 가,남자친구가 많이 먹어서 무한리필집 너무 자주 가
564,남자친구가 말을 예쁘게 해,남자친구가 말 예쁘게 해서 좋아
565,남자친구가 먹을 거에 집착해,남친 먹을 거에 너무 집착해
566,남자친구가 뭔가 수상한데 말을 안해,남친 뭔가 수상한데 말을 안하네 어떻하지
567,남자친구가 변해가는거 같아.,남자친구가 너무 변해가는거 같아.
568,남자친구가 비꽈,남자친구가 자꾸 빈정거려
569,남자친구가 비혼주의래,남친이 이제와서 나한테 비혼주의래
570,남자친구가 사랑스럽게 쳐다봄!,남자친구가 오늘 너무 사랑스럽게 쳐다봄!
571,남자친구가 사업한대,남자친구가 사업 시작한대
572,남자친구가 사진 실력 꽝,남자친구가 사진을 너무 못 찍어
573,남자친구가 살이 너무 쪘어,남자친구가 살이 짜꾸 찌는데 어떻게 해
574,남자친구가 센 척해,남자친구가 자꾸 술 센 척해
575,남자친구가 술만 마시면 연락이 안돼.,남자친구가 술 먹으러 가기만 하면 연락이 안돼.
576,남자친구가 술먹으면 개가 돼,남친이 녀석 술먹으면 개가 돼
577,남자친구가 술자리를 너무 좋아해.,남자친구가 술을 너무 좋아해.
578,남자친구가 술주정 부려,남친이 자꾸 술주정 부려
579,남자친구가 스킨십을 너무 좋아해,남자친구가 스킨십 좋아해서 고민이 많다
580,남자친구가 안놀아 줘,남자친구가 너무 바빠
581,남자친구가 연락 안 하고 외박했어,연락 안 하고 외박했어
582,남자친구가 연락이 너무 늦어.,남자친구가 연락이 너무 늦어.
583,남자친구가 연락이 없어,연락이 없어
584,남자친구가 연애하는데 가끔씩 막말을 해.,연애하는데 가끔씩 막말을 해.
585,남자친구가 외아들 홀시어머니라 결혼 고민이야,남자친구가 외아들이라 결혼 고민이야
586,남자친구가 욕함,남자친구가 홧김에 욕함
587,남자친구가 유학 간대,남자친구가 유학 간대
588,남자친구가 의심해,남자친구가 나 안 믿어줘
589,남자친구가 이벤트 해 주면 좋겠다.,남자친구가 이벤트를 잘 안해줘
590,남자친구가 있는데 다른 사람을 좋아하는 것 같애.,남자친구가 말고 다른 사람이 좋아졌어
591,남자친구가 자꾸 잔소리해,남자친구가 잔소리가 심해
592,남자친구가 자존심이 너무 쎄,남자친구가 자존심이 너무 쎄
593,남자친구가 작은 일을 다 잊어버려,남자친구가 소소한 일은 자꾸 잊어버려
594,남자친구가 잘못을 해도 다 공감해주는게 옳은걸까?,남친이면 잘못이라도 공감해주는게 옳은걸까?
595,남자친구가 잘생겨서 인기가 거의 아이돌급이야,남자친구가 인기가 거의 아이돌급이야
596,남자친구가 적극적이지가 않아.,남자친구가 소극적이야.
597,남자친구가 전역하더니 변한 거 같아,남자친구가 전역하더니 좀 이상해
598,남자친구가 전화를 잘 안해,남자친구가 전화하는 걸 안 좋아해
599,남자친구가 좋은데 눈치가 없어.,남자친구가 사람은 좋은데 눈치가 없어.
600,남자친구가 좋은데 신뢰가 안 생겨.,남자친구가 좋은데 믿지 못하겠어.
601,남자친구가 준 생일선물이 너무 맘에 안 들어.,남자친구가 준 생일선물 맘에 안 들어.
602,남자친구가 진짜 잘 챙겨줘,남자친구가 잘 챙겨줘서 고마워
603,남자친구가 질투를 안해,남자친구가 너무 질투를 안하는데 사랑하는거 맞나
604,남자친구가 질투하는 거 귀여워,남자친구가 질투하는 거 귀여워
605,남자친구가 집안일을 너무 안해. 나만 하는게 고민이야.,남자친구가 집안일을 너무 안해.
606,남자친구가 집청소를 너무 안해.,남자친구가 집이 너무 더러워.
607,남자친구가 짠돌이라서 돈 쓸 때 엄청 아까워해,남자친구가 짠돌이야
608,남자친구가 첫사랑이야,지금 남자친구가 첫사랑이야
609,남자친구가 충고만 해서 상처받아,남자친구가 자꾸 충고해서 상처받아
610,남자친구가 친구들이랑 여행을 가는데 여자도 있으면 어떡해?,남자친구가 여사친 남사친들이랑 여행을 간데
611,남자친구가 카톡 답장이 너무 느려.,남자친구가 카톡 답장이 너무 느리게 와.
612,남자친구가 클럽을 간다면 어떻게해?,남자친구가 클럽 가는거 이해해야되나?
613,남자친구가 키가 좀 작아,남자친구가 키가 작아
614,남자친구가 표현을 하게하고싶은데 방법을 잘 모르겠어.,남자친구가 표현을 하게하고싶은데 어떻게 고치게 하지
615,남자친구가 표현이 너무 없어. 너무 무뚝뚝해.,남자친구가 표현이 너무 없어. 너무 무뚝뚝해.
616,남자친구가 힘들어 해,남자친구가 요즘 너무 힘들어 해
617,남자친구가 sns에 나 안 올려.,남자친구가 플필에 내 사진 안 올려.
618,남자친구랑 너무 좋은데 점 본가에서는 만나지말라해.,본가에서는 만나지 말라해.
619,남자친구랑 말이 안 통해,요즘 남자친구랑 말이 안 통해
620,남자친구랑 종교 문제로 다툼,남자친구랑 종교가 달라
621,남친 때문에 살찐 듯,연애했더니 살찐 듯
622,남친 보여줄까,내 남자친구 보고 싶어?
623,남친 생일선물 뭘 주면 좋을까,남자친구 생일인데 뭘 줄까
624,남친 승진 선물 추천,남자친구 승진 선물로 뭐가 좋을까?
625,남친 어디서 만나,남자친구는 어디서 만나
626,남친 요구가 점점 심해지는 듯,남친 요구가 점점 심해
627,남친 있는 짝녀가 친절한데 무슨 의미일까요?,짝녀가 남자친구 있는데 요즘 나한테 친절하다
