,Q,A
211,가고 있어요?,네. 지금 대전이에요. 기차 타고 가고 있지요. 딸내미는요? 
212,맛있는 게 뭐가 있을까요? 강남 한 번 가볼까요? 신분당선 타면 얼마 안 걸려요.,강남 갈 거면 쉑쉑버거 한 번 가보는 게 어때요? 
213,솔직히 유니클로 브라탑 별로 편하지가 않아요. 특히 운동용으로 나온 거는 브라 캡과 어깨끈 사이가 짧아요. 저만 그런가요? 그리고 핏이 안 예뻐서 실망이에요.,핏은 별로이긴 해요. 근데 뭐 가격이 저렴하니까요. 여름 한 철은 이 에어리즘으로 필라테스 하려고요.
214,다들 드림 콘서트 몇 시쯤에 가요?,전 6시에 출발할 듯해요.
215,"아니, 말도 안 되는 게요. 동생이 안동 놀러 가서 난간에 기댔다가 난간이 불량해서 넘어져가지고 인대가 늘어나 깁스한 걸 데리고 집에 오는 길에 교통사고가 났어요. 이건 진짜 마가 꼈나 봐요. ",네? 님은 괜찮고요? 
216,디지몬 쌓기 인형 입고되었어요!,가격이 어느 정도 되는지 알 수 있을까요? 
217,학교 동기들이랑 칵테일 바 왔어요!  ,와! 칵테일 너무 이뻐요! 
218,야구장 세 번 갔는데 세 번 다 졌네요,다 가면 승률 50퍼 근처는 나올까요?
219,고추참치 버거 왜 이렇게 매워요?,우유 마셔요. 매운 거 진짜 못 먹는군요. 
220,프레디 피자가게 게임하고 싶은데 스팀에 한국판 있어요?,플레이하면 연락하세요. 구경 갈게요.
221,느긋한 시간 보내고 있어요?,오랜만이에요. 슈코! 
222,오늘 예술의 전당 신세계스퀘어 야외무대에서 있었던 오페라 갈라 콘서트 사회자가 비정상회담 알베르토였어요.,오! 실물 잘생겼나요 아세님? 
223,서면에 찜질방 괜찮은 곳 있어요?,해운대 아쿠아펠리스 강력 추천해요.
224,오늘 귀 뚫었는데 생각보다 아프고 아픈 것도 오래가고 계속 얼얼하고 이래서 계속 헝헝 이러니까 가게 직원분이 나 엄청 안쓰러워했어요. 그러고 나서 저런 아직 한쪽이 남았는데 이러면서 가차 없이 뚫으시더라고요. 차가운 분이세요. ,이제 관리 못하면 곪아요.
225,동작구나 동작구 근처에 사시는 분 있으세요?,우리 집에서 1시간 거리네요.
226,"아, 진짜 화장실 가고 싶은데 손님 있는 데다가 가게에 나 혼자 있어요.  ","아, 저 그 마음 너무 잘 알아요."
227,와 오늘 너무 많이 먹었나 봐요. 속이 울렁거려요. ,소화제 먹었어요?
228,여러분. 영화관에서는 핸드폰 무음으로 부탁드려요. 짜증 나게 내가 내 돈주고 영화 보러 왔는데 카톡카톡 소리를 들어야겠냐고요. ,반딧불이네요. 그거 엄청 화나요. 발로 치는 거보다 더 화나는 게 핸드폰 소리예요.
229,야밤인데 라면 먹고 싶어요. 분식집처럼 꼬들꼬들하게 라면 끓이는 법 아시는 분 제발 제게 비법을 말씀해주세요.,조금 끓였다가 면 조금 먹고 원하는 정도의 꼬들함이 나올 때까지 계속 먹어보세요! 저도 다른 방법을 알아보려고 했지만 이게 제일 좋은 방법인 거 같아요!
230,박사님. 파이널 판타지를 켜기만 하면 컴퓨터가 틱 하고 꺼져요.,진짜요? 포맷하고 드라이버 깔았어요? 
231,난 보충제 먹는 거 끔찍하게 싫어하는데 이대로 매일 우울하게 있다간 내 뇌세포가 죄다 없어질 것 같아서 오메가3를 구입했어요! 추천해 준 점원 말로는 꽤 효과가 있다던데 궁금해지는군요.,방금 손에 폰 들고 트위터하면서 폰을 찾는 내 자신을 보니 필히 챙겨먹어야겠다는 생각이 들었어요. 
232,나 오늘 러브 어페어 일등 당첨됐어요.,언니 갔었어요?
233,커피도 공정 무역 문제로 안 먹고 있는데 초콜릿까지 이렇다니 카페 가면 뭘 먹어야 하나요. 진짜 녹차뿐인가요? ,공정무역 제품 밖에 답은 없지요.
234,보통 엽기 떡볶이 먹을 때 매운 맛 조절 어느 정도로 해서 시켜 먹어요? ,그거 매운맛 조절 있는 데도 있고 없는 데도 있을 텐데 100% 해달라고 해도 미치고 팔짝 뛸 정도는 아니던데요. 
235,요즘 너무 늦게 자네요. 이게 다 배고파서 그런 것 같아서 야식시켰어요. 이제 점심은  무조건 편의점에서 먹으려고요. 이러고 또 비상금 털어서 밥 사 먹겠지만요. 전 정말 대단한 거 같아요.,안돼요. 제때 밥 챙겨 먹어요.
236,지금 볼링장이에요.,지금요? 
237,님들 진짜 수상한 파트너 왜 안 보세요? 제발 보세요. ,저 고민 중인데 재밌나요. 
238,초밥 중에 고기나 새우 초밥 같은 것도 초밥 뷔페에 있나요? 생선은 못 먹어요. ,있어요. 저는 갔을 때 있었어요.
239,초밥 중에 고기나 새우 초밥 같은 것도 초밥 뷔페에 있나요? 생선은 못먹어요. ,초밥 뷔페 가서 장어랑 고기랑 계란이랑 엄청 먹었어요.
240,엣플님 엣플님. 초밥 뷔페 혹시 싼데 아시나요?,전 초밥 뷔페는 잘 몰라요. 일반 식당으로 가서요. 
241,"체카님 일본 여행 갔을 때, 예산 얼마 들었는지 물어봐도 될까요. ",오사카 기준으로 60만 원 들고 갔어요! 방 값 10만 원이고 하루에 10만 원정도 썼어요.
242,홍대 갈 거예요.,언제요?
243,대자연을 앞둬서 그런가요. 배고파서 잠이 안 오는 것 같아 많이 먹었네요.  ,매운 거 좋아하시나 보네요.
244,공기청정기 수면 모드로 돌리고 자야겠어요. 안 그럼 잠 설칠 것 같아요. ,팽달님 공기청정기 좋나요? 살까 말까 한 달째 고민 중이에요. 
245,밤이니까 솔직한 이야기를 해봐요. 컴퓨터 완전 고장 났어요. 수리해주시는 분이 메인보드가 말썽이라 켜지지 않는다고 하시네요! 난 이제 새 컴퓨터를 사거나 매일 피시방을 가거나 해야겠어요! ,이 기회에 메인보드를 업그레이드해요.
246,그리마가 거미보다 징그럽더라고요. 자는데 그리마가 허벅지 기어 다니는 거 당해보셨어요? ,뭐라고요? 허벅지에 그리마요? 
247,남편 보고 에이치 마트 들른 김에 하림 삼계탕 세일하면 왕창 좀 사오랬더니 2개에 $15.99 하는 정말 저렴한 가격인데 꼴랑 4개 사 왔어요. 자긴 안 먹는다고요. 그럼 올여름에 나랑 애랑 딱 두 번 먹겠네요. ,저도 어제 두 개만 샀는데요.
248,8월에 일본 혼자 가기 싫은데 같이 갈 사람 어디 없어요? ,아쉽네요. 
249,애기야. 오늘 본다. ,힐리님 희망농구 가세요?
250,"색조 제품 중에 블러셔, 섀도, 립은 무한대로 사도 더 사고 싶고 전혀 아깝지 않은데 개인적으로 색조가 아닌 파운데이션, 하이라이터, 쉐딩은 여러 개보다는 인생 상품 하나로 정착하고 싶어요. 인생 상품 찾는 길이 험난하고 돈이 많이 들지만요.",전 하이라이터는 색조라고 쳐서 여러 개 모으고 싶은데 파운데이션 쉐딩은 정말 공감이에요! 진짜 찰떡처럼 딱 잘 맞는 거 찾고 싶네요.
251,빨리 폰 사러 가야 해요.,폰 부서졌어요?
252,이야!,아침엔 갈수 있는 가게가 거의 없어요.
253,체리님이 작년에 보내준 가라아게 가루로 드디어 가라아게 만들었어요!,"아, 뭐예요? 맛있었어요? 나도 가라아게를 집에서 생산한 적 있는데 숯덩이 나와서 깜짝 놀란 적 있었어요."
254,어제 진짜 피곤했나 봐요. 죽은 듯이 자서 이제 일어났는데 아직도 피곤하네요. ,나도요. 온몸이 다 아파요. 오늘은 어쩌죠?
255,어제 진짜 피곤했나 봐요. 죽은 듯이 자서 이제 일어났는데 아직도 피곤해요.,저는 공항에서 길 잃을 뻔 했어요.
256,아 진짜 오사카 숙소 어디쯤 잡죠? ,전 산노미야 근처 잡고 그냥 오사카 왔다 갔다 할까 생각 중이긴 한데 아니면 라이브 1일차까지만 산노미야에서 자고 2일차 때 오사카 와서 자려고요. 
257,언니 못 가요? ,네. 아빠한테 들켰어요.
258,피자 먹고 싶어요.,저도요.
259,닭고기 샌드위치를 사고 싶었는 데 없어서 돼지고기 샌드위치 샀어요. 돼지고기가 1200원 더 비싼데 말이에요!,돼지고기 샌드위치가 3000원 정도에요?
260,몇 시 입장인지도 모르고 왔어요.,오전 햇살도 엄청 따가울 텐데요.
261,옛날 서울 코믹월드 가려고 대략 5호선 타기 시작했을 때부터 지하철 칸 안에 코스프레한 사람들 득실하고 그랬던 거 생각나요. ,"여의도 시절 서울 코믹월드 세대였어요, 너도? "
262,긴 머리니까 가발 쓰기 너무 불편해서 단발로 잘랐어요.  ,이제 단발 병이 와서 머리를 못 기르실 거예요. 제가 몇 년째 그러고 있어요. 
263,오늘 처음으로 티라미수 폐기가 나왔어요. 너무 행복해요. 싸가야겠어요. ,티라미수 먹어보고 싶어요! 단단님 부러워요. 
264,오늘은 커피가 더 다네요.,부팽님 무슨 커피 드세요?
265,저기가 돈키호테예요.,올 때 곤약 젤리 사 와요.
266,놀러 가기 전에 회사를 오다니 너무 거지 같네요. ,어디 가요?
267,혹시 어디쯤이세요? ,10분 정도 늦을 것 같아요.
268,동전 노래방 가고 싶어요. ,가실래요? 
269,분명 원고한다고 앉아 있었는데 일어나니 아침이네요. ,말렌님 지금 원고 폭탄 아니신가요? 
270,안양 1번가 가챠샵이라는 가게 있는데 거기에 프리파라인가 게임기 하나 있던데요. ,내일 입대에요. 
271,밖에 엄청 더운가 보네요. 공기가 더워요.,저 친척 결혼식 때문에 홍성 왔는데 햇빛이 따가워서 아파요. 
272,"아, 피시방 가고 싶어요.",전 제가 오버워치를 못해서 재미없어요. 
273,현재 날씨 말이 돼요? ,어떤데요?
274,또 가게되면 이번엔 못간 히메지 성을 가고 싶어요.,교토에서 히메지 성 가시려면 편도 두세 시간 잡으셔야 하니까 하루 아예 빼세요. 저도 그렇게 하루 쓰고 오는 길에 고베 들러서 난킨마치 구경하고 저녁 먹고 왔었어요. 
275,"아, 오늘 6시에 노래가 나오는 거죠? 오늘 6시 이후로 우리 가게 플레이리스트에 울고 싶지 않아를 아주 꽉꽉 채어놓겠어요. ",22일 오후 6시 아니에요? 
276,근데 수도권 근처에 그렇게 금방 속세를 떠날 수 있을 만한 한적한 시골이 있어요? ,하하. 양주요. 
277,cgv 남포 두 번째로 온 거 같은데 의자 별로네요. 불편해요. 겟 아웃 봤어요.,오싹했어요. 에어컨 때문에 추워서요.
278,하프 마라톤 격파하고 맥주 맥주를 외치며 동네로 돌아왔는데 시간이 너무 일러 문 연 곳이 없네요. 슬프군요. ,편의점은요?
279,좋은 아침이에요. 잘 잤어요? 오타가 나버려서 다시 보내요. ,좋은 아침이에요! 어제 조금 늦게 자긴 했지만 아침에 기분 좋게 일어났어요.
280,순하리 사과 맛 매우 맛있네요. 역시 엄마 말은 안 들어도 여러분 말은 들어야 해요.,낮부터 달리는 거예요? 엄청 맛있죠. 내가 괜히 영업하는 게 아니에요.
281,와! 비도 안 왔는데 하늘에 무지개 구름 하나 떴어요! 너무 예뻐요!  ,안녕하세요 처음 말을 걸게 되네요. 채운이란 걸 보신 거예요! 빛의 회절로 인해 생기는 정말 정말 드문 현상인데 좋은 거 보셨네요! 채운 보면 곧 길할 일이 생긴다는데 좋은 일 생기실 거예요!
282,"동네에 인생 순대 국밥집을 찾았는데 뚝배기에 순대랑 곱창, 허파, 머리고기 등의 부속고기가 반절은 들어있어요. 육수도 삼삼하니 분말 맛이 아니었고 이게 정상이고 맞는 건데 이런 거에 놀라고 있는 현실이 참 웃기고도 슬프지 아니할 수가 없네요. 그러니 또 먹으러 가야겠어요.",이태원이에요?
283,돌봐주고 있는 길 고양인데 엄청 귀엽지 않아요?  ,귀여워요.
284,나 군대 가기 전 명지전문대 다닐 땐 공항철도가 없어서 버스하고 지하철 타고 부평 가서 1호선 타고 신도림에서 2호선으로 갈아타고 합정에서 갈아타서 새절역에서 또 버스 타느라 학교가는데 약 3시간 걸렸었는데 전역하고 공항철도 타고 가니 1시간 반 걸리더군요.,저는 공항철도 타도 거의 두 시간 걸려서 결국 자취해요.
285,광화문 근처에서 막대 토치 파는 거 진짜예요?,횃불이라 하죠.
286,심심해요.,저도 심심해요.
287,휴. 독서실 가야겠어요. ,독서실 가면 잘 돼요? 
288,어느새 시간이 이렇게 됐네요.,일어나셨어요 프로듀서님?
289,혼자 놀기 장인을 찾아요. 취미 공유 좀 해요.,나랑 놀아요. 우리 언제 만나죠?
290,오늘 햇빛 너무 강해요. 집으로 돌아가고 싶어져요.,날씨가 너무 후끈후끈해요. 여름이 다가왔다고 하지만 지나치게 이른 건 아닌가 싶네요. 
291,"치킨 먹을까요, 족발 먹을까요? 나 뭐 먹죠? ",치킨 먹을까요 족발 먹을까요? 나 뭐 먹죠? 
292,육회 먹고 싶어요.,육회 먹으러 가요.
293,어디로 갈까요?,"아르헨티나로 가요! 부에노스아이레스가 좋을까요, 산타페가 좋을까요? "
294,"생각해보니까 익산에 없는 거 매우 많아요. KFC도 없고 서브웨이, 에스쁘아, 브들, 유가네 닭갈비, 백화점, 메가박스, 롯데시네마, 로이드, h&m, zara, 8secons 아 그냥 없는 거 천지에요.",우리도 없죠.
295,늦었지만 모두 맛있는 점심 하세요! 여러분들은 뭐 드시는지 궁금해져 버렸네요.,카래요. 많이 먹어서 배불러요.
296,상추튀김 모르는 사람 진짜 많네요. 광주 명물이죠. 제가 진짜 어릴 때부터 너무너무 좋아했던 음식이고 아직까지도 정말 좋아해서 엄마가 가끔씩 해주세요. 다들 광주 가면 상추튀김 꼭 드셔보세요. 눈이 번쩍 뜨여요.,저도 몰라요.
297,아사쿠사를 밤에 갔어야 했어요. 왜 낮에 갔을까요? ,밤에 가면 별로인 동네예요. 다른 데가 더 재밌어요.
298,깨끗했던 내 피부가 아토피로 더럽혀지면 기분이 안 좋아요. ,아토피요?
299,내가 왜 한복을 입겠다고 했을까요? 찾기 힘드네요.,류현 님! 혹시 연남동은 머세요? 저 일하는 곳 근처에 개량한복 파는 곳이 새로 생긴 것 같은데 언뜻 보기에 예뻐서요! 
300,제발 어르신들 남이 살이 쪘든 말든 관심 가지지 마세요. 진짜 게으르고 많이 먹어서 찐 건지 몸이 안 좋아서 찐 건지 어떻게 알고 초면에 자꾸 말 걸고 살 빼라고 관리하시는지 이해가 안 되네요 진짜. ,진짜 무례하네요. 남 일에 너무 관심 많은 대한민국 소름 돋네요. 그런 사람들한테는 그쪽은 뇌가 없어서 그렇게 무례하시군요라고 해줘버려요.
