,Q,A
174,제가 뭐라고 했어요. 어차피 먹을 건데 쓸어 담아오지 그랬냐고요.,저희 집도 남편이 안 먹어서 제가 2개 들었더니 그거 사라고 하더라고요.
175,님 시간 좀 만들어보세요.,이미 항공권 다 끊었어요.
176,네!,저도 가요! 몇 시에 가세요?
177,하이라이터도 여러 가지 색과 빛이 있는데 저는 은은한 광을 좋아해서 비슷한 것만 찾더라고요. 그나마 지금 파운데이션은 메포 워터 블렌드에 정착했어요! 쉐딩은 투쿨포스쿨 꺼 쓰고 있는데 이거 다 쓰면 스틱 파운데이션 어두운색으로 사서 해보려고요! ,저는 지금은 겔랑 란제리 드 뽀 제일 잘 쓰고 있는데 가격대가 너무 비싸서 다른 것도 많이 써보려고요. 전 사실 셰이딩은 비싼 제품 못 사겠더라고요. 그냥 무난한 투쿨포스쿨 꺼 쓰고 있는데 요즘은 회사원님이 쓰시는 미샤 컨투어팔레트 좀 신경 쓰여요. 
178,아뇨. 일본에서 쓸 폰 사러 가는 거예요. ,"한국에서 쓸 폰, 일본에서 쓸 폰, 두 개 가지는 거예요 그럼?"
179,2시 비행기라 나리타로 12시쯤엔 가야 하니 어쩔 수가 없어요. ,그냥 게마즈나 라지칸을 구경하러 가시는 게 나을 거예요.
180,숯덩이라뇨. 나 타이머로 딱 3분 재서 했더니 되더라고요. 뒤에 있는 순서들 번역기로 하나하나씩 돌려서 다 따라 했어요!,뭐예요. 나한테 물어보지 그랬어요. 친절하게 알려줄 수 있는데 번역기 돌리느라 수고 많았어요. 결론은 맛있었어요?
181,저도 오늘 구경 좀 하고 돌아다니려고 했는데 못 일어나겠어요. ,그래도 여행해줘요.
182,저도 그럴까요?,근데 이게 돈이 좀 더 들 것 같기도 하고 뭐 산노미야쪽은 호텔로 찾기보단 이건 에어비앤비 해야할 것 같아요. 
183,난 돈 없어서 못 가요. ,돈 있어도 못 가요. 슬프네요. 
184,피자스쿨의 포테이토 피자가 콜라 포함해서 만 원 조금 넘어요. 진짜 맛있어요! 돈은  있는데 직접 가기가 너무 귀찮아요. ,여기는 산골이에요. 배달 가능한 피자 가게가 없죠. 있어도 4시 이후 문 열어요. 맛도 보장 못해요. 부럽네요.
185,아뇨. 5000원 넘어요.,미쳤네요.
186,장난 아니에요 언니. 일부러 겉옷 안 벗고 있는데도 등이 따가워요. ,고생이네요. 난 실리카겔 보고 싶은데 열두시까지 갈 수 있을까 모르겠네요.
187,안돼요. 전 장발이 더 나아서요. 근데 저 대학 가면 쇼트커트할 예정이에요.,쇼트커트요? 전 기를 거 생각하니까 머리가 아파서 도전 못하고 있어요. 
188,사실 크림치즈가 느끼해서 얼마 못 먹고 버렸지만요. 정말 맛있었어요! ,티라미수 언젠간 먹어봐야겠어요! 느끼하다니 설레네요!
189,전 스틱 커피 타 마셔요. 주로 맥심이오.,저는 블랙커피 마셔요. 스타벅스 가게 되면 에스프레소 계열의 아메리카노 보다 브루드 커피 쪽으로요. 
190,곤약 젤리 인기 만점이네요. ,도톤보리 가다 보면 아이스 멜론 빵 먹어 보세요. 정말 맛있어요. 
191,영상회 가요!,"카들님, 영상회요?"
192,뭐 먹을까요? ,주변에 어떤 게 있죠? 
193,"오, 진짜요? ",대신 지금 당장 집에서 나오실 수 있다면요. 
194,네. 원고 폭격이에요. 죽는 게 더 빠를지도 몰라요.,하나인 저도 이렇게 골골거리는데 말렌님 파이팅하세요. 
195,고통이네요.,괜찮아요. 군 생활 금방 가요.
196,요즘 햇빛이 갈 수록 세지네요. ,너무 더워요. 전 한 달치 광합성을 오늘 다 하는 것 같아요.
197,응. 그럴 수 있죠. 그럴 수 있죠. 그러면 그 훈련장이나 인공지능 하수로 해 보는 것도 나쁘지 않아요! ,친구랑 가서 빠른 대전하지 말고 인공지능이나 해야겠어요. 메르시 하다가 친구한테 욕먹었어요. 힐 말고 공격하려면 차라리 루시우를 하라고요. 메르시 총이 너무  좋아서 내가 막 나서가지고 쏘게 돼요. 근데 루시우는 내가못 해요!
198,낮에 26도래요. 1시반 약속인데 언제 나가게요?,어제보다 낮네요. 나 12시에 나가야 하는데 또 잠들어 버렸네요. 
199,이번엔 못 갈 것 같고 다음에도 오사카 갈 것 같은데 그 때 다녀오려고요! 고베 괜찮다고 다들 그러는데 의외로 우선도가 낮아서요. ,고베가 볼 데가 많은데 오사카에서 가려면 좀 나가야 해서 그런 거 같아요. 저도 난킨마치 도착하니 거의 폐장 분위기라 저녁만 간신히 먹었던 기억이 있어요. 근데 히메지 가는 철도가 바다 면해서 경치는 좋았네요.
200,뭐죠? 거기가 그렇게 시골이었나요? ,그중에서 시골을 찾아 더 들어왔어요. 
201,겟 아웃 재미없나요? 영화 뭐 봐야 될까요? 공짜표 소진해야 돼요.,영화는 재밌어요. 연기도 좋고 근데 호러 영화보다는 환상특급 기묘한 이야기 느낌 나요. 좋아하는 장르지만 아무한테나 추천하긴 그래요.
202,그래요? 기분 좋게 일어났다니 다행이에요. 아침밥은 먹었어요? ,응. 먹었어요. 마틴 씨는 아침 드셨나요? 
203,너무 맛있어요. 다래끼 완치 기념으로 술 깠어요. 병 따고 코 대고 냄새 맡아봤는데 피크닉 냄새나서 진짜 완전 들떴잖아요. 향만큼 맛있어요.,괜히 최고 아끼는 소주가 아니라니까요.  다 먹어봐도 사과만 한 거 없어요. 약간 데미소다 사과향도 나고요.
204,"아, 맞네요 횃불. 그 단어가 생각이 안 나서요.",진짜 퀄리티 농민 봉기에서 쓰던 것 정돈데요?
205,그래요.,4시 반까지 영화관에서 폰만 해야 해요.
206,일단 핸드폰은 놓고 가니까요.,오! 의지 멋있어요.
207,9시쯤에 깨긴 했지만 오늘도 게임을 좀 하느라요. 아 덥네요. ,더우신가요? 
208,좋아요! 근데 저 유월 첫 주까진 프로젝트 중이라 둘째 주부터 시간이 날 것 같아요. 지굼 주말마다 체력 보충 중이에요.,저도 지금은 야근 삼매경이에요. 금요일에 회식하는 바람에 일 다 못 정리해서 지금 회사 가고 있어요.
209,정말이지 태양의 존재감 과시가 너무 심하다는 생각이 드네요. 벌써부터 태양이 일찍 와서 늦게 가기 시작하니 작은 선풍기라도 하나 들고 다녀야 할 거 같아요.,작은 선풍기도 의외로 도움이 되더라고요. 쉽게 땀이 나지 않게 해주는 게 가장 좋았던 것 같아요. 
210,나 뭐 먹을지 추천 좀 해줘요.,짜장면이요. 왜냐면 내가 짜장면 못 먹고 있거든요. 
211,공주님 저 육회 먹고 싶어요.,왕자님 저도 육회 먹고 싶어요. 집 근처에 뭐 정육점이나 육회 파는 가게 없어요?
212,기념품 가게가 많은 곳이 좋겠어요. 열쇠고리가 마침 다 해진 참이라서요.. ,어떤 종류의 열쇠고리를 찾고 계시나요? 아마 부에노스아이레스가 더 나을 것 같은데요. 
213,너무 슬퍼요.,여긴 있는 게 뭘까요.
214,많이 먹었어요? 잘했어요. 나 대신 많이 쉬어요.      ,왜 언니는 못 쉬어요?
215,진짜 뭔가 흔한데 흔하지 않은 새로운 맛이에요. 만나면 내가 사줄게요! ,경기도 살아요.
216,연등 큰 거 불빛 나는 거 보고싶었어요.,"아사쿠사 어디에 그런 게 있어요? 센소지 쪽은 6시면 거의 문 다 닫고, 스카이 트리쪽은 허허벌판인데요. "
217,네.   ,그러면 먹을 것도 가려서 먹어야 하겠네요.
218,연남동이요? 혹시 어느 역 쪽이에요? ,홍대입구역에서 조금만 걸어가면 돼요! 
219,말씀하시는 내용이 실례라는 걸 알고 말씀하시는 건가요? 하니까 아무 말 안 하더라고요.,알고 내뱉는 무례함 너무 소름이네요. 실례인 걸 아는데 왜 입 밖으로 내뱉을까요. 그런 사람들 다 입을 꿰매 버려야 해요.
220,피자 최고예요.,저도 피자 좋아한다고요.
221,이번만 그런 것도 아니고 자주 그러셔서 불쾌해요.,아무리 선생님이라도 예의라는 것이 있는 건데 자주 그러신다니까 정말 너무하신 분이네요. 다다님을 불쾌하게 만들다뇨. 
222,그거 밖에 안 해요? 나 22000원 줄 것 같은데요. ,응. 가게마다 달라요. 아마 좀 크거나 제대로 된 곳이면 더 비싸겠죠? 
223,제주도요! 2017년이 다 가기 전에 가봐야 할 것 같아요.,나도 가고 싶어요!
224,볼 때마다 감흥 있어요.,퍽이나 그러시겠네요.
225,타임 스퀘어는 주말에 출석 도장 찍으면 적어도 오십 퍼센트의 확률로 연예인을 본다죠. 근데 사람이 너무 많아서 제대로 보지도 못했어요.,주말 나들이하기 좋네요. 사진만 봐도 바글바글해요.
226,별로 안 길어요! 근데 너무나 많이 상해서요.,사진으로는 엄청 길어 보이는데요? 상했으면 잘라야죠.
227,님 3반에서 놀 거죠? ,나 A 팀이잖아요. 코스 자체가 다른데요.
228,친구 뱃속으로 갔어요. 귀엽죠? 복숭아는 없는 복숭아전이었어요. 고미야 내일 뭐해요?,복숭아가 없었다니 너무하네요. 내일 나는 학교에 가요. 이제 연휴도 다 끝났네요.
229,그리워요.,500원이면 번데기 1 종이컵이었는데요. 맨날 사 먹고 했는데 말이에요. 
230,응응. 연달아 두 번 났대요.,왜요? 왜 일어났대요? 심판이 뭐 잘못했대요? 
231,제가 이 정도에요.,멋져요. 반하겠어요. 
232,난 가면 몰래 혼자 가야 되는데 성공할지도 모르겠고 길 안 잃어버릴 자신이 없어요. 나 집 앞에서도 길 잃어버린 적 있어요. ,이런. 수욜날 가면 나랑 같이 가요. 길 안 잃어버리게 해줄게요.
233,트님 저는 괜찮아요. 어제 잘 들어가셨지요? 숙취는 좀 괜찮으세요?,네. 지금은 좀 나아졌어요. 끝자락에는 몸이 더 안 좋아지신 것 같아서 염려스러웠는데 제대로 못 챙겨드린 것 같아 너무 마음 쓰였고 이번 주말에 제대로 쉬셔야 해요. 다음 주랑 그다음 주 아시죠? 
234,이번에 가려면 몰래 가야 되는데 뭔가 시간이 너무 늦어서 걸릴 거 같아서요.,그래도 이번 김포 입금 응모도 안 되셨잖아요. 대리 맡기면 수고비 따로 나가고 해서 기회 되시면 어서 다녀오시라고 하고 싶어요. 
235,그래도 한국보단 싸잖아요. 질도 좋고요.,그런가요? 나는 한국 장어구이가 더 좋아요. 가격은 기억이 안 나요. 얻어 먹은 적 밖에 없어서요. 근데 대만인가에서 다 잡아가서 아예 가격이 말도 안 되죠. 요즘 생선 가격 정말 미쳤다고 하더라고요. 나도 먹고 싶은데 너무 비싸요. 오늘 일본 너무 더워요. 한국도 덥나요? 
236,세상에 그런 거였군요. 여기서도 맛있게 먹었고 타코벨도 좋아하는데 어느 날 문에 붙어있는 거 보고 너무 당황해서 뭔가 못 가게 됐었어요. ,가게에 직접 물어본 건 아니니 실제로 염탐했는지까진 모르지만 장사에 상도덕 상  정말 길 하나 건너 큰 타코벨을 지은 건 사실이니까요. 어느 정도 일리 있는 말이라곤 생각이 들더라고요. 큰 체인점이고 탄산 무한도 되는 집이니 매출에 영향이 있죠 아무래도. 여기 타코 맛있어요?
237,"독서실이랑 같이 하셔서 수업하고 남아서 숙제하고 바로 검사하고, 교육 컨설팅도 해주시고, 시간도 매일 원하는 시간으로 오라고 하고, 나한테 맞춰주는 척하는 스파르타식인데 문제는 맞춰줘도 제가 못 따라가요. ",우리 학원도 딱 그건데 문제는 내가 그걸 못 따라가고 버거워해요.
238,응? 처음 들어봐요.,진짜요? 거기 진짜 맛있어요. 아니면 도미노 피자도 맛있어요.
239,혹시 35사단이세요?,네.
240,스탠딩 존도 무대 안 할 때는 앉을 수 있군요! 제가 그린 플러그드를 못 가봐서요.,계속 앉아있는 건 아니고요. 잠시 청소시간이라고 중간에 쉬는 때 많이 앉아계세요. 옆 무대라도 공연하고 있으면 일어나야 하는 것 같아요!
241,푸치 너무 이쁘네요.,그렇죠. 저 여름휴가로 일본 가게 되면 푸치블라 사 오려고요. 그 때 만약 힌 님도 생각 있으시면 대행해 드릴게요.
242,이게 다 쌍꺼풀 수술 때문이에요.,쌍꺼풀 수술했어요?
243,제주는 평양냉면 없어요. 오늘 더우니까 더더욱 사무치게 그립네요.,이제 한두 가게 생길 만한데 진짜 소식이 없네요. 저번에 오라동 가보니까 봄에는 보리밭 가을에는 메밀밭 25만 평인 곳 있어 제주에서 메밀 구하기 어렵지 않은 것 같은데요. 이유가 뭐죠?
244,9.7인치요.,펜까지 같이 사려면 뭔가 12.9인치가 제대로 써먹는 것 같은 기분인데요. 문제는 가격이 너무 비싸죠.
245,네! 스코노에서 무민이랑 콜라보 한 거예요! 가격도 괜찮고 너무 예뻐요. 저 신발 끈 끼우는 곳도 알록달록이고 일단 양쪽 그림이 달라서 너무 갖고 싶어서 사버렸네요. 흠이 있다면 신발이 좀 크게 나왔어요.   ,으아 진짜 너무 귀엽네요. 인쥰이 신고 다니면 막 요정처럼 뽁뽁 소리 날 것 같이 이쁜 신발이네요. 밖에 잘 나갔다 오셔요! 
246,그렇군요. 백미도 새콤달콤한 맛에 먹나 봐요.,안 먹어봐서 모르겠어요. 곤충은 훌륭한 단백질원이라니까 백미 건강에도 좋지 않을까요?
247,네! 마비노기 홈페이지에서 만화 연재하실 때부터 보고 있어요! ,그분 만화 본 게 학원기이야담이랑 하나 더 있는 거 같긴 한데 기억이 안 나요. 어쨌든 그 작가님 만화 재밌죠! 
248,그렇죠. 원래 사고 싶은 거 딱 정해서 갔는데 저 미니 마카롱은 보자마자 꽂혀서 바로 사 버렸어요.,다 처음 보는 간식들인데 한 가게에서 파는 건가요?
249,치즈떡볶이요.,에시카님 떡볶이 좋아하세요?
250,뭔가 인형 파는 건 뽑기 하는 곳 정도 밖에 없는 듯해요. 홍대 정도 가야 하지 않을까요?,역시 그렇죠. 스티치 인형사려고요.
251,응. 근데 집 와서 드러누웠어요.,집 들어가면 만사가 귀찮죠. 기회는 많아요. 저 곧 있으면 이제 매일 같이 가게에 있을 예정이라서요.
252,지금 웰라 보고 있었어요! 집에 안토시아닌 핑크랑 블루 있어서 섞을까 이 생각까지 해봤어요. 웰라 한 번 써봐야겠어요! ,웰라는 가격 대비 진짜 좋아요.
253,가격이 되게 착하네요? 역삼동이면 저희 집 근처이긴 하지만요.,평일 9만 원인데 저렴한 건가요?
