,Q,A
666,강남에도 있어요.,나중에 같이 가주세요.
667,SRT는 더 빠르고 싸다던데! 제가 사는 쪽에는 아직 안 뚫렸어요.,진짜요?? 다음에 이용해봐야겠어요! 어서 빨리 공사해서 탈 수 있었으면 좋겠어요.
668,진짜 맛있어요!! 다음에 같이 가요.,진짜요. 저 꼭 데려가 주세요.
669,맛있는 게 뭐가 있죠. 일단 씻어야 하니까 대안을 생각해주면 좋을 듯해요.,저 사주세요.
670,아니에요. 할 줄 아는 쿠키가 이것밖에 없어요.,벨린님은 손재주가 좋으시니까 딱 먹고 싶다 하실 때 만드시면 대성공!! 이실 것 같은데요. 벨린님 많이 드세요! 드시고 싶으신 거 많이 드세요!
671,"월급 받으면 피부과 가봐야겠어요. 모든 걸 월급 뒤로 미뤄요. 진짜 점, 주근깨, 잡티, 흉터 다 사라졌으면 좋겠어요!",마치 모든 걸 용돈 받는 날 뒤로 미루는 나의 모습 같네요. 나는 장학금 나오면 가야겠어요.
672,아니거든요! 열심히 일했어요.,"열심히 일했겠네요, 과외. 이제 저녁이나 먹어야죠, 나도."
673,진짜요?? 좋네요.,"사진으로 보니 멜론도 진짜 이쁘네요. 아, 민트 사려고 그랬는데 말이죠."
674,그렇죠. 다음에 함께해요.,꼭 함께해요. 부채도 함께 하고요.
675,이전엔 자매 가게 같은 느낌이었는데 지금은 다른 곳이요.,내가 지치긴 했나 봐요. 자매 백합으로 읽었어요.
676,지금 가요. 자전거 타고 가요.,저 자전거 비번 까먹었어요. 그냥 걸어가요.
677,세상에 승달님 돈 아껴 쓰세요. 그러다 밥 굶고 배고파하시면 제가 맴매 할 거Dp요!!,알겠어요. 밥 꼭꼭 챙겨 먹을게요.
678,"다이소, 물건은 참 잘 만들어요!!",그니까요! 가격도 저렴하고요. 역시 사람은 다이소에서 살아야 하나 봐요.
679,제가 다음에 사진을 찍어볼게요. 요녀석이 저만 보면 누나! 하고 매달려서 핸드폰 꺼낼 시간이 없어요.,제 몫까지 만져주세요. 커다란 이쁨을 주세요.
680,"키야, 저는 그런데 지금까지 살아있는 새우를 사본 적이 없어요.",아니면 간편하게 가게에서 드시는 걸 추천해요.
681,세상에!!,집 가고 싶어요. 버스 왔어요!!!!!
682,가격이 조금 나가니까 돈 들고 가세요. 케이크가 정말 예쁜데 9천 원이에요.,네!! 고니님 추천이니까 꼭 먹을게요!!
683,그럼 몇 시에 끝났어요?,저 방금이요. 집에 가요!!
684,저도 여름이 좋아요. 8월을 제일 애정 해요.,음. 저는 뜨거운 건 좋은데 습하면 힘들어서 장마 전까지가 좋아요. 캘리포니아 같은 날씨 말이죠.
685,닭발 안 먹어봤어요. 얼마에요?,몰라요. 가게마다 다른데 전부 엄청 매워요.
686,너 갈 거예요? 난 고민 중이에요. 시간이 나면 갈 텐데요!,저 나가려고요. 집에 있으면 답답하고 하니까 말이죠.
687,"아, 진짜요? 우리 일식은 메뉴판 만들기 했어요. 컨설팅 어떻게 해요?",진짜 못하겠으면 너 과제 제출 날이 언제에요? 그 너희 반에 과제 잘하는 애들 ppt 보고 참고해도 괜찮아요. 그 교수님이 틀 안 잡아줬어요?? 그 어떻게 작성하는지에 대해서요.
688,난 다리 튼실해서 괜찮아요. 붓기야 하겠지만요. 집에 가서 덤으로 사진 줄게요.,나도 집 가서 보내줄게요.
689,저는 상추가 저렇게 많이 올 줄 몰랐어요. 4봉지!! 상추와 깻잎이 5장씩 들어있어요!!,"아니, 세상에 누가 먹으라고!! 그래서 다 드셨어요??"
690,다행이네요. 그럼 돈 모아다가 리퍼 받아야겠네요. 근데 있잖아요. 질문 하나 더 해도 될까요?,네. 빨리해야 해요. 조카님 곧 와이파이 끊겨서 아니면 전화 후 해요.
691,응. 최고예요.,먹어봐야겠네요.
692,고기 좋아요. 채소는 선별해서 먹어요.,"인정해요. 아, 배부르네요. 이제 가니까 10시 전엔 들어갈 수 있겠네요."
693,아마 월요일쯤에 할 것 같아요! 저도 두근두근하네요. 이번엔 물 빨리 안 빠졌으면 좋겠어요.,월요일에 개곰님 핑크 염색 보여주실 거라고 기대해요.
694,일행이 배 안 고프다 해서 그냥 집 가고 있어요. 무엇보다 제가 돈이 없어요.,그건 아주 아쉬워요.
695,좀 전에 이미 귀국했어요.,조심히 다녀오신 거 같아 다행이네요.
696,얼른 가게 이름을 기억해요!!!,기억이 안 나요. 미안해요.
697,소독 기억해야겠네요! 대부분 은 제품으로 시작하는 것으로 보이더라고요. 저도 덧나는 건 무서운 것 같아서 일단 하면 처음은 은으로 해야 할 것 같아요.,네. 저 중간에 뺐다가 대유혈사태에요. 귀걸이 예쁘게 하세요.
698,음. 가격은 얼마 정도 하나요?,"최저가가 16,000원인가로 알고 있고 3만 원 이내에요."
699,싸고 맛있었는데 장사가 잘 안 됐나 봐요. 고기 뷔페나 생기고 그래서 그냥 왔어요.,그래서 왔다뇨! 주인분 그대로일까요?
700,음. 4시부터 10시까지였는데 9시에 마쳤어요. 오늘 4시에 일어난 건 비밀이에요.,아하. 주말만 하는 거예요?
701,808이토님 너무 힐링 되네요. 너무 감사하고 이토님 좋은 꿈꾸시고 너무 사랑해요.,흐추님도 예쁜 밤 되시고 저도 사랑해요!!
702,만두 튀김도 있어요!,만두 안에 국물과 떡볶이를 같이 드세요!
703,단순히 인텔이 좋다고 생각할 수도 있어요. 단일 작업 시에는 비슷비슷하거나 미세하게나마 인텔이 나을 수도 있고요. 요즘은 방송 보네 노래 듣네 뭐하네 여러 가지 프로그램을 한 번에 돌리는 일이 많으니까 라이젠으로 잡아준 거예요.,응!! 고마워요! 나 다중으로 많이 돌리거든요! 고마워요!
704,터미널 주변에 그냥 먹을만한 데라도 없나요?,터미널 주변이면 크로켓 좀 유명한데 하나 있고 나머지는 잘 모르겠어요.
705,진짜 먹어본 지 한 19293848년 된 음식이라서 제가 먹은 게 비교적 맛있는 고기였는지도 모르겠어요. 띠루님도 소고기 드시길 바라요.,고마워요. 소고기 나중에 사달라고 해야죠. 수능 끝나고.
706,보통 5일 전 오픈해요. 저는 CGV 앱 깔았어요.,강변 CGV 지금 6월 5일까지 오픈돼있어요. 매일 확인해야 하나요.
707,진짜 재밌었어요. 왜 일찍 가셨어요.,저 부모님이 데리러 오셔서요. 그래도 마지막 DJ 빼고는 다 봤어요. 너무 신나게 뛰어놀아서 지금 종아리가 아파요.
708,청소 싫어요. 귀찮아요.,나도 바닥이랑 책상 물건들만 정리했지 나머지는 안 했어요. 뭉이님은 잘 지냈어요? 대학은 과제 많을 거 같으니 조용히 할게요.
709,가까이 다가가기도 무서워요 진짜.,기다리다 보면 혼자 나가지 않을까요?
710,제가 나가려고 했는데 어디시죠 지금?,저 여기 북쪽 출구요. 소룡포 먹고 싶어서 왔어요. 지금 테이크아웃 거의 다 끝나가요.
711,진짜요? 그렇게 비싸게 받아야 하는 크기인 건가요?,"커서 단가가 비싼 것도 있을걸요? 그게 아크릴 단가가 얼마냐, 인쇄는 어떻게 하는 거냐에 따라 가격대가 달라지는 거로 알고 있어요. 좀 더 찾아보시고 결정하시는 게 좋으리라 생각해요!!"
712,그렇게 멀어요? 두시간?,오래 걸리는 거예요? 서울 갈 때 지하철 타면 3시간 걸려요.
713,차이나타운으로 와요.,언제요??
714,아니! 서울 갔다가 창원으로 돌아가는 중이에요.,아하. 피곤하겠군요. 여기까지 왔다가 가니까요.
715,치킨퐁을 가면 돼요.,돈 낭비에요.
716,그러게요. 소식만 들을 수 있어도 너무 행복할 거 같아요!,네! 믿어보자고요!! 파이팅이에요.
717,10시에 닫더라고요. 조금만 더 일찍 갈걸. 다음엔 꼭 사서 먹어요.,응! 사와야겠어요.
718,우와. 해님이랑 구름 구경했군요!! 나비들이랑! 저는 나비 올해 들어서 두 번밖에 못 봤는데 나비 볼 때마다 앨빈이랑 톰 생각이 나더라고요! 나비 나중에 또 만나게 되면 사진 찍어서 앨빈한테 보내줄게요. 저는 오늘 쓰릴미라는 공연 봤어요!,"오, 좋아요. 나비 볼 때마다 나랑 톰 생각하는 거 말이죠. 앞으로도 자주 생각해줘요. 이 시기가 지나면 더 못 볼 수도 있으니까 말이죠. 무슨 내용이에요? 쓰릴미는?"
719,오늘은 회색 껴봤어요! 평소에 끼던 것도 새로 다시 사야 하는데 너무 귀찮네요.,렌즈 이쁜 거 끼시는 분들 보면 너무 신기하고 부러워요. 어디서 다들 사세요!
720,"신용카드, 체크카드, 현금 아무것도 없어서 택시도 못 타요.","뭐야, 왜 아무것도 안 가져갔어요?"
721,네?,예쁘시잖아요. 
722,15만 원 이하 일반 애니 음악? ,중고요 아니면 신제품으로요?
723,귀여워요. 나는 원래 못 타는 거 많았는데 친구의 강제 합석 요구로 탈 줄 알게 되었어요. 너무 좋아요. 얼른 놀러 갈 거예요.,놀이동산 간다고 신난 미니 귀여워요.
724,맞아요. 세금이란. 언제 시간 내서 남대문 다녀와야겠네요. 남대문 가세요!! 현지보다 싸게 파는 데도 있어요.,아주 좋은 정보군요. 감사해요!! 월급 타면 털러 가야겠어요.
725,그래도 명이 보니까 피곤함이 사라지는 것 같아요.,그래요? 그럼 마음껏 보면 되겠네요!
726,네! 맞는 거 같아요.,"난 솔직히 막 사주, 점 이런 거 중에서 타로를 제일 안 믿었는데 신기해요."
727,난 혼자 못가겠어요. 용기가 없어요.,우리 동네 코인노래방 혼자 온 사람 넘쳐나던데요.
728,고마워요! 내일은 좀 쉴 수 있을까요?,흠. 노아양도 놀고 싶을 땐 놀아야죠?
729,관리 잘못 하면 며칠 만에 지워지고 관리 잘하면 오래간다는데 정확한 기간은 모르겠어요.,그렇군요. 문신은 좀 그렇고 헤나 정도는 한 번쯤 해보고 싶었어요.
730,곤지도 머리는 잘 잘랐어요? 요새 너무 바쁘고 몸이 이래서 트위터를 잘 못 들어오는 것 같아요.,나 귀 모양대로 머리 파고 좀 많이 잘랐는데 맘에 안 들어요.
731,1년 전에 풀리기를 기다리는 건 무리예요. 이번 주 중으로 진짜로 캐나다 밴프 갈지 결정해야겠어요.,여유가 있을 때 가는 게 좋을지도 모르겠어요.
732,1년 전에 풀리기를 기다리는 건 무리예요. 이번 주 중으로 진짜로 밴프 갈지 결정해야겠어요.,밴프가 어디에요?
733,그니까요!! 저도 기다렸어요. 꺄 데이트신청 받아주시는 건가요!!,밍뚜님 데이트는 당연히 받는 거죠. 밍뚜님이랑 데이트네요!!
734,아뇨. 매우 몇 시간 전부터 이런 거 같아요.,안 가라앉아요?
735,이태원엔 대기가 길더라고요. 한 시간 좀 안 되게 기다렸던 거 같아요. 혹시 가로수길 어때요? 거긴 좀 널널하더라고요!!,좋아요!! 가로수길이네요!!
736,네. 한 1시? 1시 30분? 그쯤 볼까요? 나 준비 제로라서 미안해요.,알았어요. 그럼 그때 봬요!!
737,어차피 안 드실 거잖아요.,수정할게요. 못 먹고 기다려요.
738,저는 의지조차 버린 지 오래예요. 그냥 내 살 내가 키우리!! 이러고 있어요. 빼고는 싶은데 귀찮고 의지조차 잊어버렸어요.,맞아요. 뭐든지 잘 키워야죠.
739,돈 아까워서 참고 있어요.,10만 원도 안 되는 금액으로 일요일 밤 패키지로 예약했었네요.
740,네. 일단 가게 되면 연락할게요.,몸조심해요.
741,그렇군요!! 윤기 오빠 보러 가겠네요.,헤헤 맞아요. 나 그날 신나서 울 수도 있어요.
742,"우리 천사님. 아, 진짜 너무 감사해요. 나 민폐인가 궁금한 게 하나 더 있는데 금액을 알아보니까 막 단백질로 77만 원이나 주신 분 계시던데 얼마 정도 되나요?",왜 이렇게 비싸죠? 저는 땋기로 해서 엄청 길고 머릿결도 아주 좋은 거로 했는데 36 나왔어요! 진짜 붙임머리하고 나니까 너무 행복하고 막 그래요. 완전 자연스럽고요. 라엘님 어디 사시나요? 부산 사시면 저 했던 곳에서 하면 좋을 텐데 말이죠!
743,맞아요. 겨울 동안 친구였던 살도 많이 생겼고 안 맞는 옷이 많아요.,진짜 살이 너무 쪄서 살 빼야 해요. 안 그럼 큰일 나요.
744,응. 좋아요! 푹 쉬고 내일 봐요.,언니 저 자고 일어났는데 목소리가 1도 나오지 않아요. 오늘 소리 어떻게 지르죠?
745,부럽네요.,프란님은 아침 11시에 못 일어나죠? 2시에 점심 못 먹죠? 4시에 낮잠 못 자죠?
746,내일의 즐거움을 위해 참아야죠.,잘 자요!
747,진짜 싸네요. 근데 붙임 머리는 안 적혀 있지 않아요? 안 하는 걸 수도 있어요. 브리지가 모든 가게에 있진 않은 것처럼 말이죠.,아 그래요? 그럼 전화해서 물어봐야겠어요. 나 너무 하고 싶어요.
748,아디다스 추리닝 바지랑 디키즈 후드 티 입었어요. 따뜻해요.,잘했어요. 이 시간대에 밖에 있으면 위험하다고요. 바보!! 내가 할 말은 아니지만 말이죠.
749,맛이 없다기보단 가격 값을 못해서요.,명심할게요.
750,"기대 엄청 돼요. 너무 오랜만에 서울을 벗어나서 맘 같아선 센과 치히로 같은 곳 있었으면 좋겠지만, 저의 큰바람이겠죠.",아니에요. 호롱님이 찍으신다면 센과 치히로 같은 곳이 될 수 있을 것이에요.
751,모르겠어요. 원래 튼튼해서 빈혈 같은 거 없는데.,혹시 그럴지도 모르니까 병원 가서 검사받아보세요. 우리 요루님 튼튼하지 않아요. 힘든 일 많으셔서 그래요.
752,시간 맞으면 같이 가요!,좋아요!!
753,맞아요! 라면도 몇 개는 먹어도 돼요!,"음료수에 라면. 루시님 착취당하고 계시잖아요. 1시간에 라면이랑 음료수 49,058개 드셔야 해요!!!"
754,진짜 과일 엄청 오랜만에 먹어보는 데 그렇게 맛있는지 처음 알았어요. 키위 3조각에 파인애플 4에서 5조각? 그리고 다른 과일 2조각? 별로 없었어요. 과일 트럭이 뭐예요? 처음 들어봤어요. 막 두부 트럭처럼 과일 파는 트럭인가요?,우리 동네 엄청 많아서 다른 동네도 다 그런 줄 알았어요. 완전 대로변에 한 줄로 늘어서 있거든요. 과일가게도 많고요. 오구오구. 과일이 먹고 싶었군요.
755,벌에 쏘였다니 저도 나이가 좀 드니까 단내나는 걸 못쓰겠더라고요. 시트러스한 향기는 좋아하긴 하지만요. 저 향수 레플리카의 티이스케이프랑 비슷한 향이에요!!,오호. 좋은 정보 감사해요!! 안 그래도 향수 똑 떨어져서 새로 사야 했는데 시향하러 가봐야겠군요!!
756,치즈 맛있겠어요!! 좋아요! 나도 유키다루몬한테서 찬 거 잘 먹는 법 배워올게요!!,고마몬 찬 거 잘 못 먹는 거예요?? 배워온다니요! 에잇! 귀엽잖아요!
757,네. 힘낼게요!!,"아, 그러고 보니 아침은 먹고 가는 거예요?"
758,에? 집 아니세요?,오늘 놀이공원 가서 좀 많이 빨리 나왔어요. 근데 너무 춥네요.
759,24시간인가요? 그거 엄청나게 귀찮겠는데요.,24시간은 아니에요.
760,한 달 정도 깁스하고 싶어지는 기분적인 기분.,그렇게 아프시면 진짜로 깁스하고 푹 쉬셔야 나중에 시린 것도 없이 잘 나으실 텐데요. 깁스도 맘대로 할 수 없는 슬픈 현실.
761,태국 못 가는 건 아쉽지만 그래도 이미 못 간다고 결정 났으니 혼자라도 잘 보내면 되지! 하는 마음으로 서울 가는 거예요!!,서울에 누구 만나러 가는 거 아니고 혼자 놀러 가는 거예요?
762,어디에 하죠? 다 하고 싶어요.,팔목? 
763,지하철을 거의 안 타서 버티고 살고 있어요. 문 열고 나가면 바로 버스정류장이에요. 다만 노선이 단 두 개지만요.,엊그제 전동킥보드 타고 다니는 분 보니까 좋아 보이던데요. 그거 타고 30분 이동 이런 건 불가능하겠죠. 일자 서기도 30분 버티기 힘들고 가다가 푸 슈슈하면 곤란할 테니까요.
764,될 사람만 되나 봐요.,즐겁게 구경하고 와요. 거기 너무 마음 쓰지 말고요!!
765,오세요! 안 그래도 반죽 너무 많이 해버렸어요.,어디 사시나요?
766,어머님 가게요? 뵐 수 있으면 뵈려고 여쭤봤어요.,"아, 네시에 어머니랑 시내 가기로 해서요. 덜 뭉그적거렸으면 바로 나갔는데 삼십 분 정도 변신 시간이 필요해요."
767,"한 4,000원 차이 나는 거 같아요!! 알라딘이 나을 거 같네요. 알려주셔서 감사해요!",빨리 받으시려면 직배송도 아주 나쁘진 않아요. 책 주문 안 한 지 오래됐는데 싸게 보내는 건 돼요?
768,어디서 하든 무조건 가면 되는 거예요! 복잡하게 생각하지 마세요.,그래도 부산은 생각을 해봐야 할 것 같아요.
769,나도 그럼 마음은 두고 갔다 올게요.,"아, 안돼요. 어디로 가는데요?"
770,잡을 수가 없을 거예요. 그리고 여행사로 빠진 게 저쪽으로 들어가는 티켓도 있어서요. 공연장 앞에도 암표상들 많아요.,대박. 엑소 대단하네요. 백오십이라니요.
771,네. 어제 강남 백화점 식품관에서 본 롤케이크가 계속 떠올라요. ,드세요. 나갈 때마다 맛있는 것 좀 드시면 스트레스 좀 줄어들 거예요. 
772,6개월이요.,단기유학이신가 보네요.
773,어울리는지 몰라서 한번 입어보려고 찾아 다니고 있었어요. 역시 인터넷이 싸네요. ,왜 안 어울릴 것이라고 생각하세요? 어깨가 좁지만 않으면 라인 잘나와서 괜찮은데요. 오버핏은 패턴이 과한 것보다는 간단한 게 많아서 무난하게 여러 옷에 매칭시키기 좋죠. 
774,"아하, 신기하네요. 알려줘서 고마워요. ",거기 갈 일 있어요? 
775,"네. 좀 오래된 유행어인데, 왜 한국에서 갑자기 이렇게 붐이 일었는지 머리 말리면서 생각 중이에요. 상호명이 제일 민망해요. 유행 지나가면 어쩌려고 그러는지. ",그때도 외국에서 한물간 유형어를 가져다가 상호를 바꿀까요? 아니면 그전에 가게가 폐업해버릴지도 모르죠. 
776,천안이에요. 집 근처에 있는 개인 가게에요!,"우와, 멋지네요. 멋진 가게 아닌가요?"
777,네. 항상 조심하세요. 카페 갈 거예요?,갈까 말까 고민 중이에요.
